Vereador;Partido;Aprovado;Ementa;Texto
Luiz Cirilo;PSDB;sim;DISPÕE SOBRE O ACESSO ÀS INFORMAÇÕES A RESPEITO DE OBRAS PÚBLICAS DO MUNICÍPIO DE CAMPINAS POR MEIO DO SITE DA PREFEITURA MUNICIPAL.;"Art. 1 0 Poder Executivo municipal deverá disponibilizar, por meio do site oficial da Prefeitura Municipal de Campinas, um espaço em área de fácil acesso denominado Portal de Obras Públicas, obrigatoriamente com as seguintes informações de todas as obras públicas do Município:
I	- nome da obra,
II	- classificação da obra,
III	- número da licitação correspondente à contratação da empresa responsável pela obra,
IV	- número do contrato,
V	- empresa responsável por executar a obra,
VI	- valor estimado da obra,
VII	- valor adicional da obra, se houver termo aditivo,
VIII	- situação em que se encontra a obra,
IX	- data de início da obra,
X	- data de término da obra,
XI	- prazo de prorrogação da obra, se for o caso,
XII	- especificação e valor da fonte de recursos,
XIII	- cronograma das ações que serão realizadas durante a obra,
XIV	- anexos referentes à obra,
XV	- justificativa de interrupção, paralisação ou cancelamento da obra, se for o caso.

Parágrafo único. Nos anexos deverão constar a planilha orçamentária, o contrato com a empresa responsável pela obra e os termos aditivos, caso existam.

Art. 2 As informações de que trata o art. I P deverão ser disponibilizadas sem prejuízo de outras informações que estiverem organizadas no site oficial da Prefeitura Municipal de Campinas.

Art. 3 As despesas decorrentes da execução desta Lei correrão por conta de verbas orçamentárias próprias.

Art. 4 Esta Lei entra em vigor após decorridos cento e oitenta dias de sua publicação oficial.
 
Art. Ficam revogadas as disposições em contrário."
Luiz Cirilo;PSDB;sim;PROÍBE OS ESTABELECIMENTOS COMERCIAIS SITUADOS NO MUNICÍPIO DE CAMPINAS DE FAZER CONFERÊNCIA DE MERCADORIAS APÓS O PAGAMENTO TER SIDO EFETUADO PELO CONSUMIDOR E DÁ OUTRAS PROVIDÊNCIAS.;"Art. 1 Os estabelecimentos comerciais situados no município de Campinas ficam proibidos de fazer a conferência de mercadorias após o pagamento ter sido efetuado pelo consumidor e elas terem sido liberadas nos caixas do estabelecimento.
Art. 2 0 descumprimento do disposto no art. 1 2 desta Lei constitui infração à Lei n? 8.078, de 11 de setembro de 1990 — Código de Defesa do Consumidor.
Parágrafo único. O estabelecimento infrator fica sujeito às sanções administrativas dispostas nos incisos e no parágrafo único do art. 56 da Lei 8.078, de 1990, sem prejuízo das ações de natureza civil, penal e das definidas em normas específicas.
Art. 3 As despesas com a execução desta Lei correrão por conta de dotações orçamentárias próprias.
Art. 4 Esta Lei entra em vigor na data de sua publicação.
Art. 5 Ficam revogadas as disposições em contrário."
Luiz Cirilo;PSDB;sim;INSTITUI O PROGRAMA DE CONSCIENTIZAÇÃO E PREVENÇÃO DA ALIENAÇÃO PARENTAL EM CAMPINAS.;"Art. 1 2 Fica instituído no município o Programa de Conscientização e Prevenção da Alienação Parental em Campinas, a ser realizado anualmente, de preferência no mês de abril.
Parágrafo único. O programa a que se refere o caput deste artigo passa a integrar o Calendário Oficial do Município de Campinas.
Art. 2 2 0 programa referido no art. 1 2 tem como objetivos:
I	- conscientizar os pais, os familiares e a comunidade sobre o importante tema da alienação parental,
II	- ampliar a discussão sobre a alienação parental com vistas à sua prevenção, buscando soluções para ela.
Art. 3 2 As despesas oriundas da execução desta Lei correrão por conta de dotações orçamentárias próprias.
Art. 42 Esta Lei entra em vigor na data de sua publicação.
Art. 5 2 Ficam revogadas as disposições em contrário"
Luiz Cirilo;PSDB;sim;DISPÕE SOBRE A AFIXAÇÃO DE CARTAZES DE DIVULGAÇÃO DA LEI FEDERAL Nº 12.845, DE 1º DE AGOSTO DE 2013 – “LEI DO MINUTO SEGUINTE”, NO ÂMBITO DO MUNICÍPIO DE CAMPINAS, NOS LOCAIS QUE ESPECIFICA.;"Art. 10 Ficam obrigadas todas as escolas da rede privada e municipal de Campinas a ministrarem, periodicamente, treinamento adequado de evacuação em caso de incêndio aos seus funcionários, professores e estudantes, através de simulações, em consonância com o disposto no Decreto Estadual 56819/2011 e LC 1257 de 06 de janeiro de 2015 e Lei Municipal 14.138 de 14 de Outubro de 2011 e o Decreto Municipal 17.683 de 24 de Agosto de 2012.
S 10 As simulações a que se refere o caput deverão ser realizadas no início de cada ano letivo e pelo menos uma vez a cada semestre.
S 20 Caberá a cada instituição de ensino definir as datas para a realização das Art. 1º  Passa a ser obrigatória a afixação, em lugar de fácil visualização, de cartazes informa vos sobre a Lei Federal nº 12.845, de 1º de agosto de 2013 – “Lei do Minuto Seguinte”, nos seguintes locais:
I	- hospitais públicos integrantes da rede do Sistema Único de Saúde – SUS instalados nomunicípio de Campinas;
II	- centros de saúde;
III	- unidades de pronto atendimento – UPAs;
IV	- ônibus de empresas concessionárias que circulam em Campinas.
§ 1º  O cartaz de que trata o caput deverá conter informações, em escrita legível, sobre o atendimento obrigatório, imediato e integral de pessoas em situação de violência sexual.
§ 2º  As medidas do cartaz de que trata o caput serão de 297mm (duzentos e noventa e sete milímetros) X 420mm (quatrocentos e vinte milímetros) – folha A3.
II - multa no valor correspondente a 200 (duzentas) Unidades Fiscais de Campinas – UFICs nos casos de reincidência ou de não regularização no prazo es pulado no inciso I deste ar go.
Art. 3º  O Poder Execu vo regulamentará esta Lei no que couber.
Art. 4º  As despesas decorrentes da execução desta Lei correrão por conta de dotações orçamentárias próprias.
Art. 5º  Esta Lei entra em vigor na data de sua publicação. 
Art. 6º  Ficam revogadas as disposições em contrário.

"
Luiz Cirilo;PSDB;não;DISPÕE SOBRE A OBRIGATORIEDADE DE O PODER EXECUTIVO PUBLICAR EM SEU SITE A FICHA DE CONTROLE DE MANUTENÇÃO DOS VEÍCULOS OFICIAIS DA ADMINISTRAÇÃO DIRETA E INDIRETA, CONFORME ESPECIFICA.;"Art. 1 2 0 Poder Executivo fica obrigado a publicar em seu site as fichas de controle de manutenção dos veículos oficiais da Administração direta e indireta, atualizadas mensalmente.
Parágrafo único. Devem constar nas fichas de que trata o caput:
I	- o ano, o modelo, a placa e o número de patrimônio do veículo;
II	- o valor gasto com peças e mão de obra e os respectivos prazos de garantia;
III	- a quilometragem do veículo na data da prestação do serviço ou da troca das peças;
IV	- a razão social do prestador responsável pela manutenção do veículo e o número do contrato de prestação de serviço;
V	- o número da nota fiscal do serviço efetuado e das peças adquiridas.
Art. 2 2 A publicação de que trata o art. 1 2 deverá ser feita de forma individualizada, por veículo, separando-o por órgão ou secretaria, no menu correspondente.
Art. 3 2 0 acesso às fichas de que trata o art. 1 2 deverá ser simples, com o fito de facilitar a pesquisa de conteúdo, a análise das informações, bem como a gravação de relatórios em diversos formatos eletrônicos.
Art. 4 2 0 Poder Executivo regulamentará esta Lei no que couber.
Art. 5 2 As despesas procedentes da execução desta Lei correrão por conta de dotações orçamentárias próprias."
Luiz Cirilo;PSDB;sim;ACRESCENTA PARÁGRAFO ÚNICO AO ART. 1º E ALTERA O § 6º DO ART. 2º E O ANEXO ÚNICO DA LEI Nº 14.789, DE 4 DE ABRIL DE 2014, QUE “DISPÕE SOBRE ATENDIMENTO PRIORITÁRIO NO MUNICÍPIO DE CAMPINAS”.;"Art. I P Fica acrescido parágrafo único ao art. I P da Lei n? 14.789, de 4 de abril de 2014, com a seguinte redação:
""Art. 1 2 
 
Parágrafo único. Dentre os idosos, é assegurada prioridade especial aos maiores de 80 (oitenta) anos, atendendo-se às suas necessidades sempre preferencialmente em relação às dos demais idosos."" (NR)
Art. 2 2 Fica alterado o S 6 2 do art. 2 2 da Lei n? 14.789, de 2014, que passa a vigorar com a seguinte redação:
""Art. 2 2 
 
S 6 2 0 conteúdo do cartaz definido no anexo único deve incluir, além do disposto no inciso VII do art. I P desta Lei, o símbolo mundial do autismo."" (NR)
Art. 3 2 Fica alterado o anexo único da Lei n e 14.789, de 2014, que passa a vigorar com a seguinte redação:
""ANEXO ÚNICO
ATENDIMENTO PRIORITÁRIO
LEI MUNICIPAL N P 14.789/2014
Avenida da Saudade, no 1.004 - Ponte Preta - CEP: 13041-670 — Campinas-SP.
Página 1 de 2
I	PESSOAS COM DEFICIÊNCIA FíSlCA;
II	- IDOSOS DE IDADE IGUAL OU SUPERIOR A 60 (SESSENTA) ANOS, SENDO DADA
PRIORIDADE ESPECIAL AOS IDOSOS DE IDADE IGUAL OU SUPERIOR A 80 (OITENTA) ANOS;
III	- GESTANTES, LACTANTES, PESSOAS ACOMPANHADAS DE CRIANÇA DE COLO;
IV	- PESSOAS INSERIDAS NO REGISTRO BRASILEIRO DE DOADORES DE MEDULA ÓSSEA (REDOME);
V	- PESSOAS COM OBESIDADE MÓRBIDA OU GRAVE;
VI	- DOADORES DE SANGUE QUE APRESENTAREM COMPROVANTES DE DOAÇÃO: HOMENS - 90 (NOVENTA) DIAS, MULHERES - 120 (CENTO E VINTE) DIAS;
VII	- ACOMPANHANTES DE PESSOAS COM TRANSTORNO DO ESPECTRO AUTISTA (TEA)."" (NR)"
Luiz Cirilo;PSDB;sim;DENOMINA CENTRO DE SAÚDE JOSÉ ALFIO PIASON UM CENTRO DE SAÚDE DO MUNICÍPIO DE CAMPINAS.;Art. 1 0 Fica denominado Centro de Saúde José Alfio Piason o centro de saúde localizado na Rua São Francisco Xavier, 208, no bairro Vila San Martin.
Luiz Cirilo;PSDB;não;DISPÕE SOBRE A PUBLICAÇÃO DO RELATÓRIO SIMPLIFICADO DE ARRECADAÇÃO TRIBUTÁRIA MUNICIPAL – RSATM E DÁ OUTRAS PROVIDÊNCIAS.;"Art. I Q O Poder Executivo publicará o Relatório Simplificado de Arrecadação Tributária Municipal — RSATM referente ao semestre civil imediatamente anterior no prazo de trinta dias anteriores ao envio dos projetos de lei de diretrizes orçamentárias — LDO e de lei orçamentária anual — LOA ao Poder Legislativo
S 1 2 0 RSATM será publicado em site da internet, permitindo o acesso público, por pessoa física ou jurídica, independentemente de justificativa.
S 2 2 0 site referido no S I Q possibilitará download do arquivo digital do RSATM por qualquer pessoa interessada.
Art. 2 2 0 RSATM conterá as seguintes informações, dentre outras que se fizemrn necessárias para sua implementação:
I	- o montante de tributos arrecadado no semestre, discriminado por tributo e segregado pelo que foi arrecadado através de parcelamento, dívida ativa ou recolhimento espontâneo;
II	- com relação ao Imposto Sobre Serviços de Qualquer Natureza — ISSQN e ao Imposto sobre a Propriedade Predial e Territorial Urbana — IPTU, o número de contribuintes:
a)	adimplentes;
b)	inadimplentes;
III	- o valor da renúncia fiscal, discriminado por tributo, para os tributos de arrecadação própria do Município;
IV	- com relação ao IPTU, o valor arrecadado por administração regional e distrital.
Art. 3 2 As despesas decorrentes da execução desta Lei correrão por conta de dotações orçamentárias próprias."
Luiz Cirilo;PSDB;sim;ALTERA O INCISO I DO ART. 2º DA LEI Nº 15.766, DE 29 DE MAIO DE 2019, QUE “DETERMINA A AFIXAÇÃO DE CARTAZ INFORMANDO OS NÚMEROS DE TELEFONE, OS SITES E OS ENDEREÇOS DE CONSELHOS TUTELARES NOS ESTABELECIMENTOS DE ENSINO REGULAR PÚBLICOS E PRIVADOS DO MUNICÍPIO DE CAMPINAS”.;"Art. 1 2 Fica alterado o inciso I do art. 2 2 da Lei n? 15.766, de 29 de maio de 2019, que passa a vigorar com a seguinte redação:
""Art. 2 2 
I - ter dimensão mínima do tamanho A3 — 297 x 420mm (duzentos e noventa e sete milímetros por quatrocentos e vinte milímetros);  (NR)"
Luiz Cirilo;PSDB;sim;INCLUI NO CALENDÁRIO DE COMEMORAÇÕES OFICIAIS DO MUNICÍPIO DE CAMPINAS A SEMANA “QUEBRANDO O SILÊNCIO”.;"Art. I P Passa a fazer parte do calendário de comemorações oficiais do município de Campinas a Semana ""Quebrando o Silêncio"", a ser realizada anualmente na semana que antecede o quarto sábado do mês de agosto.
Art. 2 2 A Semana ""Quebrando o Silêncio"" tem por finalidade a realização de atividades, tais como debates, escola de pais, eventos de educação contra a violência sexual e outros tipos de manifestações sobre o tema, com o objetivo de:
  - esclarecer os munícipes quanto à importância de dar total apoio contra a violência doméstica em prejuízo de crianças, mulheres e idosos;
II	- informar e divulgar os constantes abusos que ocorrem diariamente na comunidade;
III	- estimular e incentivar as vítimas de violência, bem como as pessoas que presenciam tais atos, a quebrar o silêncio denunciando os infratores;
IV	- divulgar os locais onde deverão ser feitas as denúncias de maus-tratos ou violência.
Art. 3 2 As despesas decorrentes da execução desta Lei correrão por conta de dotações
 
orçamentárias próprias."
Luiz Cirilo;PSDB;não;ALTERA, SUPRIME E ACRESCENTA DISPOSITIVOS NA LEI Nº 11.111, DE 26 DE DEZEMBRO DE 2001, QUE “DISPÕE SOBRE O IMPOSTO SOBRE A PROPRIEDADE PREDIAL E TERRITORIAL URBANA – IPTU, E DÁ OUTRAS PROVIDÊNCIAS”.;"Art. I Q Fica alterado o inciso IV do S 2 2, fica suprimido o inciso V do S 2 2 e ficam acrescidos os SS 82, 9 2 e 10 no art. 19 da Lei n? 11.111, de 26 de dezembro de 2001, que passa a vigorar com a seguinte redação:
""Art. 19 
IV	- valor venal acima de 400.000.001 UFICs, alíquota de 1,80%;
V	- (SUPRIMIDO).
S 8 2 Aos imóveis prediais não residenciais que se enquadrarem no tipo construtivo ""galpão"" será atribuída a alíquota de 1% (um por cento).
S 9 2 Para os efeitos desta Lei, considera-se ""galpão"" a construção de um único pavimento, com ou sem mezanino, com mais de 1.500,00m 2 (mil e quinhentos metros quadrados) de construção, constituída de sistemas estruturais compostos por pórticos regularmente espaçados, com cobertura superior apoiada em sistemas de terças e vigas ou tesouras e treliças, com grandes áreas cobertas e destinadas a uso comercial, industrial, logístico, agrícola ou de armazenamento.
S 10. Não se aplica o disposto nos SS 8 2 e 9 2 deste artigo aos imóveis cujos proprietários, locatários ou possuidores a qualquer título nele exerçam atividades de comércio ou de prestação de serviços abertas ao público, tais como shopping centers, galerias, supermercados, mercados e similares, casos esses em qu permanecerão as alíquotas previstas no S 2 2 deste artigo."" (NR)
Art. 2 2 As despesas decorrentes da execução desta Lei correrão por conta de dotações orçamentárias próprias, suplementadas se necessário."
Luiz Cirilo;PSDB;sim;OBRIGA ESTABELECIMENTOS DE CAMPINAS QUE NÃO ACEITEM CHEQUES OU CARTÕES DE DÉBITO OU CRÉDITO A AFIXAR, EM LOCAL VISÍVEL, PLACA CONTENDO INFORMAÇÕES A RESPEITO DA NÃO ACEITAÇÃO DESSAS FORMAS DE PAGAMENTO.;"Art. 1 2 Os estabelecimentos de Campinas que não aceitem cheques ou cartões de débito ou crédito ficam obrigados a afixar, em local visível, placa contendo informações a respeito da não aceitação dessas formas de pagamento.
Parágrafo único. A obrigatoriedade referida no caput deste artigo abrange todos os estabelecimentos comerciais que realizem relações de consumo.
Art. 2 2 As despesas oriundas da execução desta Lei correrão por conta de dotações orçamentárias próprias.
Art. 3 2 0 Poder Executivo regulamentará esta Lei no que couber."
